customer_id,age,annual_income,tenure_months,days_since_last_purchase,transactions,total_spend,premium_amount,claims_count,complaints_count,renewals_count,policies_count,channel,region,product_type,clv,recency,frequency,monetary,average_order_value,claim_rate,complaint_rate,renewal_ratio,premium_efficiency,monetary_per_tenure,engagement_score,tenure_band,engagement_style
RID-000053,45.0,76878.56,37.0,92.2,7,795.32,491.58,0,0,3,5,agent,south,premium,3608.09,92.2,7,795.32,113.61714285714287,0.0,0.0,0.6,1.6178851865413566,21.495135135135136,-0.5305535959571381,mature,assisted
RID-001402,31.0,90166.12,33.5,5.3,7,1008.25,906.12,1,0,2,5,agent,east,basic,4788.1,5.3,7,1008.25,144.03571428571428,0.2,0.0,0.4,1.112711340661281,30.097014925373134,0.8481600623719865,growing,assisted
RID-000546,42.0,77709.53,22.3,72.5,5,829.87,734.48,2,0,1,4,agent,west,plus,3443.51,72.5,5,829.87,165.974,0.5,0.0,0.25,1.1298741967105979,37.213901345291475,-2.6172399395574786,growing,assisted
RID-000069,39.0,56772.32,17.5,34.4,7,1525.01,1296.91,3,0,1,4,agent,north,basic,3633.56,34.4,7,1525.01,217.85857142857142,0.75,0.0,0.25,1.1758795907194792,87.14342857142857,-0.7787778034764576,growing,assisted
RID-001095,35.0,49336.02,47.1,55.1,5,1147.69,586.44,0,0,3,6,partner,east,plus,3435.06,55.1,5,1147.69,229.538,0.0,0.0,0.5,1.9570459040993111,24.367091295116772,-0.7834945302440517,mature,assisted
RID-001748,42.0,83970.07,11.8,43.1,12,2143.19,1790.67,1,0,2,3,partner,north,plus,4969.28,43.1,12,2143.19,178.59916666666666,0.3333333333333333,0.0,0.6666666666666666,1.1968648606387553,181.62627118644068,3.1210197803503728,new,assisted
RID-000508,45.0,54404.26,9.5,42.9,6,1191.62,770.54,0,0,1,3,online,east,enterprise,3463.88,42.9,6,1191.62,198.60333333333332,0.0,0.0,0.3333333333333333,1.5464739014197835,125.43368421052631,-0.9526885664705396,new,digital
RID-001394,34.0,92371.81,45.9,45.8,5,1512.88,1105.26,1,0,3,4,agent,south,basic,4789.58,45.8,5,1512.88,302.576,0.25,0.0,0.75,1.368800101333623,32.960348583878,0.8216231178630978,mature,assisted
RID-000330,46.0,70026.65,64.2,55.5,12,1923.23,1193.64,1,0,5,7,online,north,plus,5431.89,55.5,12,1923.23,160.26916666666668,0.14285714285714285,0.0,0.7142857142857143,1.6112311919841826,29.956853582554515,3.026758699008124,mature,digital
RID-001048,52.0,79182.72,24.9,40.3,7,1117.29,927.88,0,0,1,4,agent,north,basic,3643.15,40.3,7,1117.29,159.61285714285714,0.0,0.0,0.25,1.204131999827564,44.8710843373494,-0.9453091357131291,growing,assisted
RID-000184,44.0,89982.05,31.8,79.2,7,1156.52,949.17,0,0,3,5,online,south,premium,4138.86,79.2,7,1156.52,165.21714285714285,0.0,0.0,0.6,1.2184540177207455,36.3685534591195,-0.16362015204582814,growing,digital
RID-000138,56.0,35248.79,32.2,48.5,12,3028.39,1674.68,0,0,1,2,branch,east,basic,4346.22,48.5,12,3028.39,252.3658333333333,0.0,0.0,0.5,1.8083395036663719,94.04937888198756,2.073521867904251,growing,in_person
RID-000900,49.0,41566.52,21.2,48.2,7,1847.25,993.35,1,0,2,3,agent,north,basic,3685.76,48.2,7,1847.25,263.89285714285717,0.3333333333333333,0.0,0.6666666666666666,1.859616449388433,87.13443396226415,1.0694067454250953,growing,assisted
RID-000797,38.0,98361.52,19.0,44.2,7,1487.25,836.2,1,1,2,3,agent,east,premium,4031.81,44.2,7,1487.25,212.46428571428572,0.3333333333333333,0.14285714285714285,0.6666666666666666,1.7785816790241569,78.27631578947368,0.2767414097138901,growing,assisted
RID-000133,28.0,65607.51,37.8,34.4,12,1528.99,936.0,0,0,3,5,online,south,plus,5075.25,34.4,12,1528.99,127.41583333333334,0.0,0.0,0.6,1.6335363247863248,40.4494708994709,3.008551169285526,mature,digital
RID-000081,23.0,47020.87,30.0,54.9,5,646.82,404.27,1,0,2,5,agent,north,basic,2985.08,54.9,5,646.82,129.364,0.2,0.0,0.4,1.5999703168674402,21.56066666666667,-1.3148970433228855,growing,assisted
RID-001451,38.0,65207.62,31.1,50.7,6,1001.11,791.88,1,1,3,4,online,west,basic,4347.97,50.7,6,1001.11,166.85166666666666,0.25,0.16666666666666666,0.75,1.2642193261605295,32.190032154340834,0.008353956810126517,growing,digital
RID-000542,42.0,82520.32,38.1,19.8,4,729.06,519.49,2,2,4,7,partner,south,enterprise,3738.58,19.8,4,729.06,182.265,0.2857142857142857,0.5,0.5714285714285714,1.4034148876782997,19.13543307086614,-2.9545438553970227,mature,assisted
RID-001668,52.0,71793.92,23.0,17.2,14,2894.81,2197.74,2,1,2,4,branch,south,premium,5819.71,17.2,14,2894.81,206.77214285714285,0.5,0.07142857142857142,0.5,1.3171758260758781,125.86130434782608,3.2672656202512442,growing,in_person
RID-000984,43.0,46711.52,43.0,52.8,6,833.15,492.25,1,0,3,5,partner,south,premium,2125.56,52.8,6,833.15,138.85833333333332,0.2,0.0,0.6,1.6925342813610968,19.375581395348835,0.20000455112666382,mature,assisted
RID-000166,36.0,56218.97,27.2,52.9,7,1251.69,867.63,1,0,2,3,online,north,plus,4419.92,52.9,7,1251.69,178.81285714285715,0.3333333333333333,0.0,0.6666666666666666,1.4426541267591024,46.01801470588236,0.9367461926263911,growing,digital
RID-000249,39.0,34748.62,26.3,32.9,5,886.42,481.79,1,1,2,4,online,west,plus,3000.5,32.9,5,886.42,177.284,0.25,0.2,0.5,1.8398472363477862,33.7041825095057,-1.424680218014528,growing,digital
RID-000447,28.0,80642.66,41.4,26.9,7,1722.95,1271.84,2,1,4,5,partner,east,plus,5032.03,26.9,7,1722.95,246.1357142857143,0.4,0.14285714285714285,0.8,1.3546908416152976,41.61714975845411,1.4811086705914651,mature,assisted
RID-001041,42.0,79458.59,47.6,35.5,7,1053.11,641.88,1,0,5,7,online,east,basic,4678.65,35.5,7,1053.11,150.4442857142857,0.14285714285714285,0.0,0.7142857142857143,1.640664921792235,22.124159663865544,1.6836094673269908,mature,digital
RID-000859,44.0,68212.94,49.1,32.0,9,1678.58,884.81,0,1,5,8,online,east,basic,4768.28,32.0,9,1678.58,186.5088888888889,0.0,0.1111111111111111,0.625,1.8971078536634984,34.18696537678208,1.3616266903122523,mature,digital
RID-001097,55.0,97471.9,26.5,34.9,14,1774.1,1042.12,1,0,2,3,branch,north,plus,5038.68,34.9,14,1774.1,126.72142857142856,0.3333333333333333,0.0,0.6666666666666666,1.7023951176448011,66.94716981132075,4.115534995435381,growing,in_person
RID-000098,52.0,40304.33,40.9,14.5,3,683.64,465.43,1,0,2,4,agent,east,plus,2506.19,14.5,3,683.64,227.88,0.25,0.0,0.5,1.4688352706099734,16.714914425427875,-0.4005980481850664,mature,assisted
RID-001774,54.0,77108.12,25.4,79.8,7,1936.25,1075.3,1,1,1,3,agent,west,basic,5173.11,79.8,7,1936.25,276.60714285714283,0.3333333333333333,0.14285714285714285,0.3333333333333333,1.8006602808518555,76.23031496062993,-2.5182505235630055,growing,assisted
RID-000738,52.0,73985.44,34.5,110.4,6,1355.06,978.79,2,2,3,4,branch,east,basic,3752.89,110.4,6,1355.06,225.84333333333333,0.5,0.3333333333333333,0.75,1.384423625088119,39.277101449275364,-2.733213243039457,growing,in_person
RID-001134,52.0,88341.54,4.2,67.2,3,593.12,466.34,1,0,0,1,partner,south,basic,2278.0,67.2,3,593.12,197.70666666666668,1.0,0.0,0.0,1.2718617317836771,141.21904761904761,-4.573327993428262,new,assisted
RID-000103,29.0,108291.69,38.3,33.8,7,735.02,562.21,1,0,3,4,online,east,premium,3736.2,33.8,7,735.02,105.00285714285714,0.25,0.0,0.75,1.307376247309724,19.1911227154047,1.9233958011683354,mature,digital
RID-000435,35.0,79979.2,21.6,58.3,9,1743.5,1133.74,0,0,2,3,partner,north,premium,4409.41,58.3,9,1743.5,193.72222222222223,0.0,0.0,0.6666666666666666,1.5378305431580432,80.71759259259258,1.5473925740811063,growing,assisted
RID-000075,41.0,56652.06,53.6,32.4,4,611.92,525.18,1,2,5,6,online,west,premium,3921.34,32.4,4,611.92,152.98,0.16666666666666666,0.5,0.8333333333333334,1.1651624205034465,11.41641791044776,-1.9036336888202525,mature,digital
RID-001614,41.0,69973.81,31.7,118.1,2,443.88,358.26,0,0,2,4,online,east,basic,2608.64,118.1,2,443.88,221.94,0.0,0.0,0.5,1.2389884441467092,14.002523659305995,-3.7063077841256726,growing,digital
RID-001088,58.0,56492.21,6.0,44.2,7,1905.17,1325.91,0,0,2,4,online,west,premium,4048.26,44.2,7,1905.17,272.1671428571429,0.0,0.0,0.5,1.4368773144481903,317.52833333333336,0.28722993857638257,new,digital
RID-000919,38.0,85748.27,28.7,90.4,6,803.61,614.38,1,0,3,5,agent,east,basic,4249.33,90.4,6,803.61,133.935,0.2,0.0,0.6,1.3080015625508643,28.000348432055752,-0.8612798712629708,growing,assisted
RID-001546,25.0,77276.92,29.6,78.2,6,1778.05,1411.91,1,1,3,4,partner,south,enterprise,4985.36,78.2,6,1778.05,296.34166666666664,0.25,0.16666666666666666,0.75,1.2593224780616328,60.06925675675675,-0.7678514053099519,growing,assisted
RID-001744,34.0,91561.42,21.7,17.0,11,1084.62,674.97,0,1,2,5,agent,north,plus,4143.54,17.0,11,1084.62,98.60181818181817,0.0,0.09090909090909091,0.4,1.606915862927241,49.98248847926267,1.4677792373516383,growing,assisted
RID-001551,58.0,68533.92,45.6,68.3,8,2014.06,1780.2,2,0,6,8,online,north,basic,4601.42,68.3,8,2014.06,251.7575,0.25,0.0,0.75,1.1313672621053814,44.16798245614035,1.3311433367895658,mature,digital
RID-000763,46.0,45854.41,45.9,31.2,6,1096.2,906.51,0,0,4,5,online,north,enterprise,3944.25,31.2,6,1096.2,182.70000000000002,0.0,0.0,0.8,1.209253069464209,23.88235294117647,1.8837738669803952,mature,digital
RID-000990,18.0,33964.88,44.0,57.9,1,60.0,44.45,2,0,2,4,branch,south,premium,2552.76,57.9,1,60.0,60.0,0.5,0.0,0.5,1.3498312710911136,1.3636363636363635,-2.3886561267837756,mature,in_person
RID-000389,49.0,102775.27,43.2,114.2,6,1429.46,715.09,1,0,3,4,branch,south,basic,4891.64,114.2,6,1429.46,238.24333333333334,0.25,0.0,0.75,1.9989931337314184,33.08935185185185,-0.7274788656382412,mature,in_person
RID-000236,40.0,93857.33,16.5,24.0,10,711.83,495.56,0,1,2,3,branch,north,basic,3543.09,24.0,10,711.83,71.183,0.0,0.1,0.6666666666666666,1.4364153684720318,43.14121212121212,2.263167243792681,growing,in_person
RID-000268,52.0,91072.48,51.3,29.1,5,640.48,374.46,2,1,5,8,agent,east,premium,4113.98,29.1,5,640.48,128.096,0.25,0.2,0.625,1.7104096565721307,12.484990253411308,-0.6461131960628467,mature,assisted
RID-001075,32.0,93062.61,25.6,163.1,11,1961.98,1373.98,2,1,3,4,agent,east,premium,4612.99,163.1,11,1961.98,178.3618181818182,0.5,0.09090909090909091,0.75,1.4279538275666313,76.63984375,-0.7763214087727845,growing,assisted
RID-000118,32.0,48107.14,24.0,83.3,7,1039.31,793.23,1,0,0,3,partner,east,basic,2239.5,83.3,7,1039.31,148.47285714285712,0.3333333333333333,0.0,0.0,1.3102252814442217,43.30458333333333,-3.50163117303652,growing,assisted
RID-001449,44.0,91225.08,59.9,33.4,5,963.09,496.27,1,0,6,8,online,west,enterprise,4415.6,33.4,5,963.09,192.618,0.125,0.0,0.75,1.9406573034839907,16.07829716193656,1.1716211720554242,mature,digital
RID-000674,35.0,86403.17,24.4,20.3,5,903.5,627.75,0,1,1,3,online,south,premium,3494.37,20.3,5,903.5,180.7,0.0,0.2,0.3333333333333333,1.4392672242134608,37.028688524590166,-1.9641164388911436,growing,digital
RID-000250,46.0,57088.41,8.4,69.5,5,914.88,782.62,0,0,0,2,agent,south,plus,2302.33,69.5,5,914.88,182.976,0.0,0.0,0.0,1.1689964478290868,108.91428571428571,-3.8751820984254657,new,assisted
RID-001448,50.0,49445.38,46.5,58.7,2,237.49,177.01,1,0,4,6,branch,south,enterprise,2867.11,58.7,2,237.49,118.745,0.16666666666666666,0.0,0.6666666666666666,1.3416756115473703,5.107311827956989,-1.1346247969710337,mature,in_person
RID-000095,46.0,73733.69,35.9,72.5,5,735.14,536.81,0,1,4,6,online,north,premium,3280.57,72.5,5,735.14,147.028,0.0,0.2,0.6666666666666666,1.369460330470744,20.477437325905292,-1.6473365344921715,growing,digital
RID-000034,56.0,88861.16,24.7,10.6,6,645.64,514.9,0,1,2,3,branch,west,plus,4295.72,10.6,6,645.64,107.60666666666667,0.0,0.16666666666666666,0.6666666666666666,1.2539133812390755,26.13927125506073,0.6926628005412239,growing,in_person
RID-001318,52.0,55380.68,1.0,39.9,7,1406.41,1238.22,0,1,1,4,online,north,basic,2728.41,39.9,7,1406.41,200.9157142857143,0.0,0.14285714285714285,0.25,1.1358320815363991,1406.41,-1.8395868097382355,new,digital
RID-001507,28.0,73551.63,32.5,53.4,6,1216.4,733.91,0,0,3,4,online,east,basic,3912.61,53.4,6,1216.4,202.73333333333335,0.0,0.0,0.75,1.6574239348148958,37.42769230769231,0.9886406258854232,growing,digital
RID-000449,42.0,62612.15,25.4,26.5,10,2186.23,1771.46,2,0,2,3,online,east,plus,4365.8,26.5,10,2186.23,218.623,0.6666666666666666,0.0,0.6666666666666666,1.234140200738374,86.07204724409449,2.826500673650017,growing,digital
RID-000717,43.0,80809.02,12.3,53.9,11,1413.29,1211.22,1,1,2,3,branch,east,premium,3847.34,53.9,11,1413.29,128.48090909090908,0.3333333333333333,0.09090909090909091,0.6666666666666666,1.1668317894354452,114.90162601626015,1.8583798175945825,growing,in_person
RID-001489,53.0,91280.97,73.2,45.1,14,2637.22,2100.97,0,0,7,9,branch,south,basic,6364.52,45.1,14,2637.22,188.37285714285713,0.0,0.0,0.7777777777777778,1.255239246633698,36.0275956284153,4.424352973529508,loyal,in_person
RID-001680,40.0,91381.81,47.0,46.7,4,626.57,313.74,1,0,4,5,partner,south,plus,3872.62,46.7,4,626.57,156.6425,0.2,0.0,0.8,1.997099509147702,13.331276595744681,0.6832114103144202,mature,assisted
RID-000001,37.0,56599.22,36.0,70.9,3,422.82,278.46,0,0,2,3,agent,north,plus,2372.91,70.9,3,422.82,140.94,0.0,0.0,0.6666666666666666,1.5184227537168715,11.745,-1.0974452767942489,growing,assisted
RID-001237,35.0,103131.13,14.6,26.5,9,1525.59,1319.21,0,1,1,4,online,south,enterprise,4240.79,26.5,9,1525.59,169.51,0.0,0.1111111111111111,0.25,1.1564421130828297,104.49246575342465,-0.4970608984580894,growing,digital
RID-000083,49.0,42366.53,40.9,17.7,8,1077.89,692.38,0,0,2,3,online,north,enterprise,3738.82,17.7,8,1077.89,134.73625,0.0,0.0,0.6666666666666666,1.5567896241948065,26.35427872860636,2.311821500602875,mature,digital
RID-001675,44.0,50550.48,52.5,79.3,8,743.63,629.66,1,0,3,6,online,east,plus,3609.28,79.3,8,743.63,92.95375,0.16666666666666666,0.0,0.5,1.1810024457643808,14.164380952380952,-0.3219579155213703,mature,digital
RID-000677,36.0,49967.81,45.3,56.2,6,876.21,544.11,0,0,4,6,branch,north,basic,3288.29,56.2,6,876.21,146.035,0.0,0.0,0.6666666666666666,1.610354523901417,19.342384105960267,0.4620691047091981,mature,in_person
RID-001306,22.0,58476.93,12.2,6.2,8,1760.57,1001.58,0,0,1,4,online,north,plus,3745.55,6.2,8,1760.57,220.07125,0.0,0.0,0.25,1.7577926875536651,144.30901639344262,0.39871795777855157,growing,digital
RID-001047,40.0,81311.94,31.1,30.5,6,455.97,357.52,0,0,3,5,partner,south,premium,3935.48,30.5,6,455.97,75.995,0.0,0.0,0.6,1.2753692101141196,14.661414790996785,0.8294365356822183,growing,assisted
RID-000771,49.0,69603.97,37.2,64.3,5,734.3,467.11,1,1,3,5,agent,south,enterprise,3905.84,64.3,5,734.3,146.85999999999999,0.2,0.2,0.6,1.5720065937359506,19.739247311827953,-1.7739179703228376,mature,assisted
RID-001101,40.0,104985.79,40.2,64.8,7,1204.05,751.2,1,0,4,6,online,west,plus,4806.3,64.8,7,1204.05,172.00714285714284,0.16666666666666666,0.0,0.6666666666666666,1.6028354632587858,29.95149253731343,0.6008609631998845,mature,digital
RID-001169,46.0,57490.29,21.8,131.2,9,812.1,610.49,0,1,2,4,online,west,premium,3349.28,131.2,9,812.1,90.23333333333333,0.0,0.1111111111111111,0.5,1.330242919621943,37.25229357798165,-2.10966729695781,growing,digital
RID-001426,56.0,64447.01,56.4,35.0,7,1714.96,1236.19,0,0,4,6,branch,north,premium,4358.74,35.0,7,1714.96,244.99428571428572,0.0,0.0,0.6666666666666666,1.387294833318503,30.407092198581562,1.441985319242733,mature,in_person
RID-001341,22.0,55596.82,41.8,26.9,8,522.69,286.67,1,1,4,7,branch,south,premium,2948.53,26.9,8,522.69,65.33625,0.14285714285714285,0.125,0.5714285714285714,1.8233160079533959,12.504545454545458,0.7482996371035983,mature,in_person
RID-000405,51.0,76420.58,38.9,17.3,12,1144.19,849.61,0,0,4,5,branch,north,plus,3645.59,17.3,12,1144.19,95.34916666666668,0.0,0.0,0.8,1.346723790915832,29.41362467866324,4.565305062246881,mature,in_person
RID-001559,50.0,88840.84,20.7,55.4,7,1481.85,1301.24,0,0,1,2,branch,north,enterprise,4606.47,55.4,7,1481.85,211.69285714285712,0.0,0.0,0.5,1.1387983769327716,71.58695652173913,-0.028897336177976518,growing,in_person
RID-001171,31.0,69830.96,36.4,70.7,4,1077.45,892.07,0,0,4,6,partner,north,premium,3781.27,70.7,4,1077.45,269.3625,0.0,0.0,0.6666666666666666,1.2078088042418196,29.600274725274726,-0.7102677024251374,mature,assisted
RID-000105,44.0,64887.96,24.4,75.9,10,940.02,602.19,2,0,3,6,partner,west,enterprise,4367.36,75.9,10,940.02,94.002,0.3333333333333333,0.0,0.5,1.5610023414536938,38.52540983606558,0.5370741818117698,growing,assisted
RID-000689,55.0,57532.87,25.6,30.8,6,1207.01,667.41,0,0,2,5,agent,north,plus,3387.74,30.8,6,1207.01,201.16833333333332,0.0,0.0,0.4,1.8084985241455778,47.148828124999994,-0.2531264451475971,growing,assisted
RID-001176,29.0,76226.4,19.9,124.1,11,2372.04,1661.82,1,0,2,3,online,east,plus,4264.16,124.1,11,2372.04,215.64,0.3333333333333333,0.0,0.6666666666666666,1.427374805935661,119.19798994974875,0.4532097238248127,growing,digital
RID-000827,49.0,68000.46,35.5,33.8,10,2604.31,1949.27,2,0,2,3,agent,west,basic,4923.11,33.8,10,2604.31,260.431,0.6666666666666666,0.0,0.6666666666666666,1.3360437497114304,73.36084507042253,2.6204534320690502,growing,assisted
RID-000063,27.0,88238.65,37.8,108.8,10,1676.72,1221.18,0,1,5,6,online,west,plus,4789.48,108.8,10,1676.72,167.672,0.0,0.1,0.8333333333333334,1.3730326405607691,44.35767195767196,0.7647115684849459,mature,digital
RID-000853,44.0,58046.51,19.6,56.0,6,971.16,642.34,0,1,1,2,agent,east,basic,2654.51,56.0,6,971.16,161.85999999999999,0.0,0.16666666666666666,0.5,1.511909580595946,49.548979591836726,-1.4838610931704659,growing,assisted
RID-001587,30.0,67491.48,45.4,98.4,10,2197.68,1165.96,1,0,4,5,branch,west,basic,4779.32,98.4,10,2197.68,219.76799999999997,0.2,0.0,0.8,1.884867405399842,48.40704845814978,1.5131399963053735,mature,in_person
RID-000224,55.0,54952.16,43.1,39.8,7,1031.09,716.37,1,0,2,5,online,south,basic,4106.65,39.8,7,1031.09,147.29857142857142,0.2,0.0,0.4,1.4393260465960327,23.923201856148488,-0.1256248464695664,mature,digital
RID-000146,34.0,56753.72,18.1,56.7,4,428.14,367.4,0,1,2,4,agent,west,basic,3293.93,56.7,4,428.14,107.035,0.0,0.25,0.5,1.165323897659227,23.654143646408837,-2.794931898173542,growing,assisted
RID-001089,37.0,94514.1,36.0,29.1,6,1050.56,880.88,0,0,3,4,online,east,basic,4688.22,29.1,6,1050.56,175.09333333333333,0.0,0.0,0.75,1.19262555626192,29.182222222222222,1.6745239095042561,growing,digital
RID-000374,46.0,56658.45,26.5,29.8,3,777.82,525.62,0,0,4,7,online,north,basic,4041.22,29.8,3,777.82,259.27333333333337,0.0,0.0,0.5714285714285714,1.4798143145238005,29.35169811320755,-0.44884502674403093,growing,digital
RID-001277,30.0,133346.82,46.1,12.1,8,1697.06,1507.9,1,0,4,5,agent,south,enterprise,5810.62,12.1,8,1697.06,212.1325,0.2,0.0,0.8,1.1254459844817295,36.812581344902384,3.185948661960271,mature,assisted
RID-001645,40.0,84877.25,30.3,114.4,8,1898.28,1141.0,0,0,3,4,branch,east,plus,5061.38,114.4,8,1898.28,237.285,0.0,0.0,0.75,1.6636985100788781,62.64950495049505,0.029940893380997702,growing,in_person
RID-001346,58.0,45155.55,26.1,49.5,9,1109.65,741.47,1,0,2,4,partner,north,plus,3092.6,49.5,9,1109.65,123.29444444444445,0.25,0.0,0.5,1.4965541424467612,42.515325670498086,0.9006988849842618,growing,assisted
RID-001647,35.0,36034.47,28.1,13.1,1,304.09,162.16,0,1,3,5,online,south,plus,2244.19,13.1,1,304.09,304.09,0.0,1.0,0.6,1.8752466699555992,10.82170818505338,-6.926074921645512,growing,digital
RID-001147,28.0,118220.21,54.2,38.0,4,491.58,267.64,1,0,5,8,online,north,plus,4261.76,38.0,4,491.58,122.895,0.125,0.0,0.625,1.8367209684651025,9.069741697416973,-0.011058813984352156,mature,digital
RID-000010,40.0,53563.67,27.3,36.9,7,753.46,390.4,1,2,2,4,agent,east,premium,3234.96,36.9,7,753.46,107.63714285714286,0.25,0.2857142857142857,0.5,1.9299692622950821,27.5992673992674,-1.317858687518175,growing,assisted
RID-000450,45.0,81437.4,44.2,19.3,8,1015.92,685.05,1,0,3,6,agent,south,basic,4454.51,19.3,8,1015.92,126.99,0.16666666666666666,0.0,0.5,1.4829866433107073,22.98461538461538,1.3715810563769826,mature,assisted
RID-000709,50.0,78275.8,43.9,62.5,7,1378.26,915.77,2,1,5,7,online,west,basic,4419.01,62.5,7,1378.26,196.8942857142857,0.2857142857142857,0.14285714285714285,0.7142857142857143,1.5050285552049096,31.395444191343966,0.015948996134969973,mature,digital
RID-000256,44.0,79997.37,22.8,86.1,7,996.52,786.95,2,1,2,5,branch,south,plus,3528.06,86.1,7,996.52,142.35999999999999,0.4,0.14285714285714285,0.4,1.2663066268504988,43.70701754385965,-2.3380403536222243,growing,in_person
RID-000883,35.0,39347.92,23.0,19.3,6,797.5,446.04,0,0,3,4,agent,west,premium,3688.57,19.3,6,797.5,132.91666666666666,0.0,0.0,0.75,1.7879562371087794,34.67391304347826,1.9511352749143205,growing,assisted
RID-000390,41.0,59913.6,34.2,121.1,7,1006.03,894.21,0,0,2,4,online,south,enterprise,2428.55,121.1,7,1006.03,143.71857142857144,0.0,0.0,0.5,1.1250489258675254,29.416081871345025,-1.883322510406673,growing,digital
RID-000909,31.0,70583.65,17.5,12.0,10,630.36,543.1,0,0,1,4,online,east,premium,3228.91,12.0,10,630.36,63.036,0.0,0.0,0.25,1.1606702264776283,36.02057142857143,0.9980740794206111,growing,digital
RID-000925,38.0,79501.58,50.5,93.0,5,894.58,723.9,1,0,4,7,agent,west,plus,3908.74,93.0,5,894.58,178.916,0.14285714285714285,0.0,0.5714285714285714,1.235778422434038,17.714455445544555,-1.4696411882180627,mature,assisted
RID-001539,32.0,65136.09,55.7,97.8,6,639.65,374.58,2,1,4,7,online,west,plus,4074.98,97.8,6,639.65,106.60833333333333,0.2857142857142857,0.16666666666666666,0.5714285714285714,1.7076458967376795,11.483842010771992,-2.2800877843178693,mature,digital
RID-001602,50.0,93816.52,30.9,47.2,9,608.57,405.51,0,0,2,4,online,west,basic,4148.4,47.2,9,608.57,67.61888888888889,0.0,0.0,0.5,1.500752139281399,19.694822006472496,0.9656178789070319,growing,digital
RID-000461,18.0,83846.11,45.1,54.8,10,1466.74,1301.42,0,0,3,5,agent,north,premium,4347.51,54.8,10,1466.74,146.674,0.0,0.0,0.6,1.1270304744048807,32.5219512195122,1.6696830299145191,mature,assisted
RID-001146,48.0,37520.65,70.3,12.6,5,169.05,135.72,1,0,6,9,online,south,basic,2401.19,12.6,5,169.05,33.81,0.1111111111111111,0.0,0.6666666666666666,1.245579133510168,2.404694167852063,1.3111749798258845,mature,digital
RID-000959,42.0,52792.13,47.3,75.4,4,531.21,321.48,0,0,3,4,online,east,premium,2999.27,75.4,4,531.21,132.8025,0.0,0.0,0.75,1.6523889511011571,11.230655391120509,-0.39538855273620666,mature,digital
RID-000502,26.0,86425.61,14.9,15.1,7,1412.55,1241.83,0,1,1,4,agent,south,basic,3957.71,15.1,7,1412.55,201.79285714285714,0.0,0.14285714285714285,0.25,1.1374745335512912,94.80201342281879,-1.1395907013535829,growing,assisted
RID-000740,37.0,61653.81,35.0,109.4,6,1409.64,1153.77,0,1,2,3,online,east,premium,3986.21,109.4,6,1409.64,234.94000000000003,0.0,0.16666666666666666,0.6666666666666666,1.2217686367300242,40.27542857142858,-2.0960313731847307,growing,digital
RID-001665,64.0,50779.04,32.8,19.4,7,534.9,447.11,1,0,3,4,online,north,basic,3477.67,19.4,7,534.9,76.41428571428571,0.25,0.0,0.75,1.1963498915255752,16.307926829268293,2.32984515442394,growing,digital
RID-000869,24.0,84897.14,11.6,89.8,7,1052.82,863.11,0,0,0,1,online,north,basic,2993.28,89.8,7,1052.82,150.40285714285713,0.0,0.0,0.0,1.2197981717278215,90.76034482758621,-3.6850978949921744,new,digital
RID-000732,44.0,82128.62,29.0,35.0,4,348.23,191.39,0,0,1,4,branch,east,premium,3112.74,35.0,4,348.23,87.0575,0.0,0.0,0.25,1.8194785516484666,12.007931034482759,-1.9403105265837919,growing,in_person
RID-000540,32.0,73323.0,6.9,97.9,3,92.72,76.23,0,2,0,1,agent,south,basic,1922.5,97.9,3,92.72,30.906666666666666,0.0,0.6666666666666666,0.0,1.2163190345008525,13.43768115942029,-9.665839125292475,new,assisted
RID-000698,43.0,34795.42,34.4,73.5,7,1070.7,588.21,2,0,2,4,branch,south,premium,3147.36,73.5,7,1070.7,152.95714285714286,0.5,0.0,0.5,1.820268271535676,31.125000000000004,-0.5397815927006464,growing,in_person
RID-001253,56.0,106172.89,22.2,65.1,8,240.56,176.43,1,1,4,7,online,west,premium,3802.17,65.1,8,240.56,30.07,0.14285714285714285,0.125,0.5714285714285714,1.3634869353284589,10.836036036036036,-0.3299201750050197,growing,digital
RID-001238,46.0,70223.8,34.2,17.4,6,1042.05,719.78,2,0,2,4,partner,west,plus,4005.73,17.4,6,1042.05,173.67499999999998,0.5,0.0,0.5,1.447734029842452,30.46929824561403,0.6621449015615303,growing,assisted
RID-001032,44.0,95198.39,31.5,94.5,4,967.4,671.76,1,0,2,4,branch,west,premium,3059.83,94.5,4,967.4,241.85,0.25,0.0,0.5,1.4400976539240204,30.711111111111112,-2.27711756625342,growing,in_person
RID-000373,28.0,83422.12,30.8,13.5,4,817.51,707.66,2,0,2,3,online,south,enterprise,4584.85,13.5,4,817.51,204.3775,0.6666666666666666,0.0,0.6666666666666666,1.1552299126699264,26.542532467532467,0.9042394507846259,growing,digital
RID-000668,41.0,113308.44,39.1,38.0,10,1652.5,1361.96,1,0,3,5,branch,north,basic,5137.41,38.0,10,1652.5,165.25,0.2,0.0,0.6,1.2133249140943934,42.26342710997442,2.1438739420460577,mature,in_person
RID-001375,39.0,48921.15,31.6,22.7,6,1223.87,837.4,1,1,2,4,agent,north,enterprise,4162.67,22.7,6,1223.87,203.97833333333332,0.25,0.16666666666666666,0.5,1.461511822307141,38.73006329113924,-0.54394696376688,growing,assisted
